,source_id,news handle,new_id,link,pubdate,source,tweet,post_method,user_statuses,user_following,user_followers,user_created_at,user_bio,user_location,lang,Person or source,Target,City,Province,Country,CBC,TweetToCBC,TweetToNOTCBC,mean(TweetToCBC)
11397,6164,thetorontosun,81460,https://twitter.com/Interest0nly/statuses/910340781495353345,2017-09-20 0:12,interest0nly,rt @tarekfatah: ~ @thetorontosun: @tarekfatah takes the #m fight to ottawa https://t.co/mhnxnkzjt,Twitter Lite,1678,99,35,Mon Oct 19 21:17:28 +0000 2015,"believe in: libertarianism, progressive secular democracy, science & technology, logic, peaceful pursuit of happiness! proud infidel #canadiansfirst",canada,en,source,The Sun,Toronto,Ontario,Canada,Not CBC,0,1,0.1
11399,6166,cbc,34739,https://twitter.com/inthe360/statuses/910308326100975616,2017-09-19 22:03,inthe360,rt @cbcalerts: pm trudeau pledges to push through tax fairness agenda and defends own family\'s use of tax rules: https://t.co/kqpbuemjc #c ,Twitter for iPhone,114,177,23,Mon Nov 14 17:04:03 +0000 2016,refugee escaping the war on success in canada. there is no moral high ground in generating debt for future generations.,"washougal, wa",en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.5
11400,6166,cknw,105102,https://twitter.com/inthe360/statuses/910271445678227457,2017-09-19 19:36,inthe360,what a world.  empty homes in #vanre is lead story at pm on #cknw when a massive killer earthquake strikes mexico. #bigscaryworld,Twitter Web Client,100,178,22,Mon Nov 14 17:04:03 +0000 2016,refugee escaping the war on success in canada. there is no moral high ground in generating debt for future generations.,"washougal, wa",en,source,CKNW,Vancouver,British Columbia,Canada,Not CBC,0,1,0.5
11441,6191,globeandmail,18113,https://twitter.com/irfi547/statuses/910218246321840129,2017-09-19 16:05,irfi547,rt @globeandmail: canada to speak up for rohingya muslims at united nations: freeland https://t.co/bblkqjh @globepolitics #cdnpoli,Twitter for Android,17668,1056,1087,Sun May 11 19:55:05 +0000 2014,"searching peace,promoting love, current affairs...","lahore,karachi ty kaday fata..",en,source,Globe and Mail,Canada,Canada,Canada,Not CBC,0,1,0.5
11442,6191,cbc,17195,https://twitter.com/irfi547/statuses/910215191056527361,2017-09-19 15:53,irfi547,"rt @cbcnews: ""i no longer have dealings with the way our family fortune is managed."" https://t.co/bcfwrybdyw",Twitter for Android,17652,1056,1087,Sun May 11 19:55:05 +0000 2014,"searching peace,promoting love, current affairs...","lahore,karachi ty kaday fata..",en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.5
11473,6218,desmogcanada,17246,https://twitter.com/island_cynic/statuses/910215006897111040,2017-09-19 15:52,island_cynic,rt @desmogcanada: clark s secret consultations with oil and gas donors revealed as bc introduces big money ban #bcpoli @ccpa_bc https://t.c ,Twitter for iPad,52981,1056,1011,Wed Feb 23 18:35:43 +0000 2011,"stubborn progressive not fooled by politician speak or image. it\'s what they do, not what they say. a little rough around the edges.","island dweller, bc",en,source,De Smog Canada,Canada,Canada,Canada,Not CBC,0,1,0.2
11474,6218,thebreakernews,11326,https://twitter.com/island_cynic/statuses/910178014578696192,2017-09-19 13:25,island_cynic,rt @thebreakernews: q: is liberal opposition trying to distract from secret meetings with the $k donor oil lobby story? #bcpoli https:// ,Twitter for iPad,52960,1056,1010,Wed Feb 23 18:35:43 +0000 2011,"stubborn progressive not fooled by politician speak or image. it\'s what they do, not what they say. a little rough around the edges.","island dweller, bc",en,source,The Breaker News,Vancouver,British Columbia,Canada,Not CBC,0,1,0.2
11475,6218,ctv_powerplay,33267,https://twitter.com/island_cynic/statuses/910300760067338240,2017-09-19 21:33,island_cynic,"rt @ctv_powerplay: mps debate proposed tax changes: @nathancullen, @karen_vecchio &amp; @stevenmackinnon. more on pmjt s stance here: https://t ",Twitter for iPad,53011,1060,1011,Wed Feb 23 18:35:43 +0000 2011,"stubborn progressive not fooled by politician speak or image. it\'s what they do, not what they say. a little rough around the edges.","island dweller, bc",en,source,CTV,Ottawa,Ontario,Canada,Not CBC,0,1,0.2
11476,6218,cknw,103841,https://twitter.com/island_cynic/statuses/910221219361783808,2017-09-19 16:17,island_cynic,@johnodowdirl @cknw @mikesmythnews international embarrassment? has someone forgot their meds today?,Twitter for iPad,52987,1056,1011,Wed Feb 23 18:35:43 +0000 2011,"stubborn progressive not fooled by politician speak or image. it\'s what they do, not what they say. a little rough around the edges.","island dweller, bc",en,source,CKNW,Vancouver,British Columbia,Canada,Not CBC,0,1,0.2
11477,6218,cbc,53055,https://twitter.com/island_cynic/statuses/909921962545184768,2017-09-18 20:27,island_cynic,rt @thejasonpugh: .@thomasmulcair did service for both #ndp and #canada by holding harper\'s feet to the fire! the best! @pnpcbc #cdnpoli #p ,Twitter for iPad,52915,1056,1013,Wed Feb 23 18:35:43 +0000 2011,"stubborn progressive not fooled by politician speak or image. it\'s what they do, not what they say. a little rough around the edges.","island dweller, bc",en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.2
11529,6248,cbc,20634,https://twitter.com/ItsGodzirra/statuses/910227465426972672,2017-09-19 16:41,itsgodzirra,"rt @stephen_taylor: hey cbc, ""tax fairness agenda""... trudeau\'s words or yours? or same thing? https://t.co/cmkkdsson",TweetDeck,61105,1089,1436,Wed Feb 11 20:21:15 +0000 2009,"abusus non tollit usum - misuse does not remove use. your opinion holds the same value as mine, trigger warning!","regina, saskatchewan",en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.5
11530,6248,therebeltv,21728,https://twitter.com/ItsGodzirra/statuses/910236702546968576,2017-09-19 17:18,itsgodzirra,rt @therebeltv: liberals bully  tax cheat  farmers   while gifting $k to yacht club: @sheilagunnreid   https://t.co/pthrdcbx | #cdnpol ,TweetDeck,61113,1089,1435,Wed Feb 11 20:21:15 +0000 2009,"abusus non tollit usum - misuse does not remove use. your opinion holds the same value as mine, trigger warning!","regina, saskatchewan",en,source,Rebel TV,Canada,Canada,Canada,Not CBC,0,1,0.5
11531,6248,cbc,20895,https://twitter.com/ItsGodzirra/statuses/910233348055777280,2017-09-19 17:05,itsgodzirra,"rt @cbcnews: ""i no longer have dealings with the way our family fortune is managed."" https://t.co/bcfwrybdyw",TweetDeck,61110,1089,1436,Wed Feb 11 20:21:15 +0000 2009,"abusus non tollit usum - misuse does not remove use. your opinion holds the same value as mine, trigger warning!","regina, saskatchewan",en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.5
11532,6248,nationalpost,91129,https://twitter.com/ItsGodzirra/statuses/910174354620555264,2017-09-19 13:10,itsgodzirra,rt @nationalpost: czech court upholds ruling against student who accused school of discrimination because of hijab banhttps://t.co/cqcjdtk ,TweetDeck,61054,1089,1436,Wed Feb 11 20:21:15 +0000 2009,"abusus non tollit usum - misuse does not remove use. your opinion holds the same value as mine, trigger warning!","regina, saskatchewan",en,source,National Post,Canada,Canada,Canada,Not CBC,0,1,0.5
11583,6292,vancitybuzz,79556,https://twitter.com/j9e9n9n9/statuses/910266363855302656,2017-09-19 19:16,j9e9n9n9,rt @vancitybuzz: #nhl glitch results in hilarious #canucks mascot celebration             check out the video: https://t.co/okzuprmc https://t.co/ ,Twitter for iPhone,4202,535,159,Sun Jul 17 22:56:10 +0000 2016,NA,"vancouver, bc (langley)",en,source,Van City Buzz,Vancouver,British Columbia,Canada,Not CBC,0,1,0.2
11584,6292,vancitybuzz,75280,https://twitter.com/j9e9n9n9/statuses/909976669082894336,2017-09-19 0:05,j9e9n9n9,rt @vancitybuzz: netflix and... kill? apparently binge-watching tv shows could shorten your life             https://t.co/emtfolmdp https://t.co/sotx ,Twitter for iPad,4187,535,154,Sun Jul 17 22:56:10 +0000 2016,NA,"vancouver, bc (langley)",en,source,Van City Buzz,Vancouver,British Columbia,Canada,Not CBC,0,1,0.2
11585,6292,vancitybuzz,75160,https://twitter.com/j9e9n9n9/statuses/909973810262065152,2017-09-18 23:53,j9e9n9n9,rt @vancitybuzz: #vancouver named one of the least stressful cities in the world. thoughts?              https://t.co/oxogyzbho https://t.co/gxaeqbn ,Twitter for iPad,4187,535,154,Sun Jul 17 22:56:10 +0000 2016,NA,"vancouver, bc (langley)",en,source,Van City Buzz,Vancouver,British Columbia,Canada,Not CBC,0,1,0.2
11586,6292,heartlandoncbc,66616,https://twitter.com/j9e9n9n9/statuses/910172010428325888,2017-09-19 13:01,j9e9n9n9,rt @heartlandoncbc: here you go fans. lots more of this come sunday when season  premieres at ;pm on @cbc                                                 #iloveheartland @graham ,Twitter for iPhone,4193,535,155,Sun Jul 17 22:56:10 +0000 2016,NA,"vancouver, bc (langley)",en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.2
11587,6292,vancitybuzz,73742,https://twitter.com/j9e9n9n9/statuses/909915231186411520,2017-09-18 20:01,j9e9n9n9,rt @vancitybuzz: say goodbye to trans fat! health canada is officially banning trans fat from all food sold or served in canada https://t.c ,Twitter for iPhone,4172,534,156,Sun Jul 17 22:56:10 +0000 2016,NA,"vancouver, bc (langley)",en,source,Van City Buzz,Vancouver,British Columbia,Canada,Not CBC,0,1,0.2
11595,6296,torontostar,81160,https://twitter.com/JaanPill/statuses/910332359450529792,2017-09-19 23:38,jaanpill,niagara college launches program in cannabis production  https://t.co/cldjjeu via @torontostar,Twitter Web Client,65706,3053,1672,Wed Jun 03 13:50:01 +0000 2009,"documentary maker, writer, beginner practitioner of mindfulness",toronto,en,source,Toronto Star,Toronto,Ontario,Canada,Not CBC,0,1,0.2
11596,6296,torontostar,74627,https://twitter.com/JaanPill/statuses/909950028105609216,2017-09-18 22:19,jaanpill,"toys  r  us is preparing to file for bankruptcy, sources say  https://t.co/mrpomlvex via @torontostar",Twitter Web Client,65673,3053,1679,Wed Jun 03 13:50:01 +0000 2009,"documentary maker, writer, beginner practitioner of mindfulness",toronto,en,source,Toronto Star,Toronto,Ontario,Canada,Not CBC,0,1,0.2
11597,6296,torontostar,64204,https://twitter.com/JaanPill/statuses/909949440143904768,2017-09-18 22:17,jaanpill,wsib to review more than  general electric plant claims in peterborough https://t.co/jnjafqnjvm via @torontostar,Twitter Web Client,65673,3053,1679,Wed Jun 03 13:50:01 +0000 2009,"documentary maker, writer, beginner practitioner of mindfulness",toronto,en,source,Toronto Star,Toronto,Ontario,Canada,Not CBC,0,1,0.2
11598,6296,torontostar,70761,https://twitter.com/JaanPill/statuses/909802660823535617,2017-09-18 12:33,jaanpill,has the scarborough subway already gone over its available funding? https://t.co/sseygizqrm via @torontostar,Twitter Web Client,65652,3053,1678,Wed Jun 03 13:50:01 +0000 2009,"documentary maker, writer, beginner practitioner of mindfulness",toronto,en,source,Toronto Star,Toronto,Ontario,Canada,Not CBC,0,1,0.2
11599,6296,thecurrentcbc,84078,https://twitter.com/JaanPill/statuses/910266358839103488,2017-09-19 19:16,jaanpill,"rt @thecurrentcbc: ""decades of grief"": @caroloffcbc\'s long journey to save an afghan man who risked his life and family to talk to her. htt ",Twitter Lite,65696,3053,1670,Wed Jun 03 13:50:01 +0000 2009,"documentary maker, writer, beginner practitioner of mindfulness",toronto,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.2
11623,6309,therebeltv,41130,https://twitter.com/JackieDuf/statuses/910342246695813120,2017-09-20 0:17,jackieduf,rt @therebeltv: liberals bully  tax cheat  farmers   while gifting $k to yacht club: @sheilagunnreid   https://t.co/pthrdcbx | #cdnpol ,Twitter for iPhone,4167,69,41,Sat Jan 12 00:27:40 +0000 2013,mom wife and teacher in that order,NA,en,source,Rebel TV,Canada,Canada,Canada,Not CBC,0,1,0.666666667
11624,6309,cbc,40306,https://twitter.com/JackieDuf/statuses/910339928478818305,2017-09-20 0:08,jackieduf,"rt @stephen_taylor: hey cbc, ""tax fairness agenda""... trudeau\'s words or yours? or same thing? https://t.co/cmkkdsson",Twitter for iPhone,4167,69,41,Sat Jan 12 00:27:40 +0000 2013,mom wife and teacher in that order,NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.666666667
11625,6309,cbc,7053,https://twitter.com/JackieDuf/statuses/910156072555495429,2017-09-19 11:58,jackieduf,"rt @cbckatie: trudeau had been asked to provide some clarity about his own personal finances, family finances, and whether he\'s paying his ",Twitter for iPhone,4129,69,42,Sat Jan 12 00:27:40 +0000 2013,mom wife and teacher in that order,NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.666666667
11645,6322,cbc,27167,https://twitter.com/jackwatson285/statuses/910266906720047105,2017-09-19 19:18,jackwatson285,"rt @glennmcmillan: #trudeau continues to control @cbcnews &amp; @ctvnews ..control the press control the minds of the viewers,,!! https://t.c ",Twitter for Windows,1050,1034,650,Sat May 06 15:14:11 +0000 2017,just a normal thinking person watching can\'t understand normal thinking subservients of trudeau ruining our country. theses libs  have to go. lets do it people.,"ontario, canada",en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.2
11646,6322,nationalpost,93677,https://twitter.com/jackwatson285/statuses/910267289051820032,2017-09-19 19:20,jackwatson285,rt @franktmcveety: don t be fooled by reports of a hot economy. canada s struggling https://t.co/hqcyhrxykd via @nationalpost,Twitter for Windows,1050,1034,650,Sat May 06 15:14:11 +0000 2017,just a normal thinking person watching can\'t understand normal thinking subservients of trudeau ruining our country. theses libs  have to go. lets do it people.,"ontario, canada",en,source,National Post,Canada,Canada,Canada,Not CBC,0,1,0.2
11647,6322,thetorontosun,80070,https://twitter.com/jackwatson285/statuses/910284489116602369,2017-09-19 20:28,jackwatson285,@thetorontosun @anthonyfurey couldn\'t budget for a pay toilet at a county fair.. only out by b.  what\'s a few bill  https://t.co/cbkyfgqfpk,Twitter for Windows,1056,1034,652,Sat May 06 15:14:11 +0000 2017,just a normal thinking person watching can\'t understand normal thinking subservients of trudeau ruining our country. theses libs  have to go. lets do it people.,"ontario, canada",en,source,The Sun,Toronto,Ontario,Canada,Not CBC,0,1,0.2
11648,6322,thetorontosun,79984,https://twitter.com/jackwatson285/statuses/910287017568882688,2017-09-19 20:38,jackwatson285,rt @clamdigger: @mphil @thetorontosun @anthonyfurey phil when it comes to stupid do you not only win the prize but set a new level.,Twitter for Windows,1056,1034,652,Sat May 06 15:14:11 +0000 2017,just a normal thinking person watching can\'t understand normal thinking subservients of trudeau ruining our country. theses libs  have to go. lets do it people.,"ontario, canada",en,source,The Sun,Toronto,Ontario,Canada,Not CBC,0,1,0.2
11649,6322,thetorontosun,80068,https://twitter.com/jackwatson285/statuses/910284576848842752,2017-09-19 20:28,jackwatson285,rt @thetorontosun: from @anthonyfurey: liberals lower deficit ... to clock in at only billions more than they promised https://t.co/quvmvc ,Twitter for Windows,1056,1034,652,Sat May 06 15:14:11 +0000 2017,just a normal thinking person watching can\'t understand normal thinking subservients of trudeau ruining our country. theses libs  have to go. lets do it people.,"ontario, canada",en,source,The Sun,Toronto,Ontario,Canada,Not CBC,0,1,0.2
11660,6331,torontostar,70830,https://twitter.com/JacquotLeGrand/statuses/909800426802962437,2017-09-18 12:24,jacquotlegrand,@torontostar @nutgraf all hype because of a brightly-coloured turban..,Twitter for iPad,165780,2147,1656,Mon Nov 22 01:30:53 +0000 2010,"ancien prof de français non-pénitent... mes passions- les langues européennes, les médias sociaux et la musique, surtout les lieders de schubert et de mahler...",canada,en,source,Toronto Star,Toronto,Ontario,Canada,Not CBC,0,1,0.222222222
11661,6331,macleans,87692,https://twitter.com/JacquotLeGrand/statuses/909908420807061504,2017-09-18 19:34,jacquotlegrand,"rt @macleans: when asked, most canadians say they don t like doctors incorporating small businesses just to pay lower taxes https://t.co/sx ",Twitter for iPad,165852,2147,1659,Mon Nov 22 01:30:53 +0000 2010,"ancien prof de français non-pénitent... mes passions- les langues européennes, les médias sociaux et la musique, surtout les lieders de schubert et de mahler...",canada,en,source,MacLeans,Canada,Canada,Canada,Not CBC,0,1,0.222222222
11662,6331,ericgreniercbc,6528,https://twitter.com/JacquotLeGrand/statuses/910151656175816704,2017-09-19 11:40,jacquotlegrand,"rt @ericgreniercbc: fed. poll tracker updated: .% lib (-.), .% con (-.), .% ndp (-.), .% grn (-.), % bq (+.). https:/ ",Tweetbot for i<U+039F>S,165874,2147,1660,Mon Nov 22 01:30:53 +0000 2010,"ancien prof de français non-pénitent... mes passions- les langues européennes, les médias sociaux et la musique, surtout les lieders de schubert et de mahler...",canada,en,person,CBC,Canada,Canada,Canada,CBC,1,0,0.222222222
11663,6331,torontostar,79387,https://twitter.com/JacquotLeGrand/statuses/910264176483979264,2017-09-19 19:07,jacquotlegrand,@torontostar @heathermallick kim is no more a madman than trump..,Twitter for iPad,165901,2147,1656,Mon Nov 22 01:30:53 +0000 2010,"ancien prof de français non-pénitent... mes passions- les langues européennes, les médias sociaux et la musique, surtout les lieders de schubert et de mahler...",canada,en,source,Toronto Star,Toronto,Ontario,Canada,Not CBC,0,1,0.222222222
